sample_id,post_id,hashtag,label
78,ai_0013.png,#아이돌,5
79,ai_0013.png,#버츄얼,5
80,ai_0013.png,#ai,5
81,ai_0013.png,#인공지능,5
82,ai_0013.png,#태연,2
83,ai_0013.png,#에스파,2
84,ai_0013.png,#aespa,2
85,ai_0013.png,#데뷔,3
86,ai_0013.png,#신곡,3
87,ai_0013.png,#얼굴,2
88,ai_0013.png,#미모,2
89,ai_0014.png,#챗GPT,5
90,ai_0014.png,#바드,2
91,ai_0014.png,#인공지능,5
92,ai_0014.png,#개발자,2
93,ai_0014.png,#테스트,2
94,ai_0014.png,#회사원,1
95,ai_0014.png,#직장인,1
96,ai_0014.png,#데이터,2
97,ai_0014.png,#고양이,1
98,ai_0014.png,#지시,4
99,ai_0014.png,#거부,4
100,ai_0014.png,#프로그래머,3
101,ai_0014.png,#코딩,2
102,ai_0014.png,#코더,2
103,ai_0014.png,#웹툰,5
104,ai_0014.png,#인스타툰,4
105,ai_0014.png,#그림일기,3
106,ai_0014.png,#그림러,4
107,ai_0014.png,#스케치,3
108,ai_0014.png,#만화,5
109,ai_0014.png,#격려,3
110,ai_0014.png,#응원,1
111,ai_0014.png,#동기부여,2
112,ai_0015.png,#AI반도체혁명,4
113,ai_0015.png,#북토크,3
114,ai_0015.png,#이동수,3
115,ai_0015.png,#권순우,3
116,ai_0015.png,#책과얽힘,4
117,ai_0015.png,#AI,5
118,ai_0015.png,#인공지능,5
119,ai_0015.png,#반도체,4
120,ai_0015.png,#자동차칼럼니스트이동희,1
121,ai_0016.png,광고,5
122,ai_0016.png,상상의집,5
123,ai_0016.png,나의첫인공지능입문서,5
124,ai_0016.png,AI판타시티,5
125,ai_0016.png,어린이책,5
126,ai_0016.png,초등책,5
127,ai_0016.png,초등학생책,5
128,ai_0016.png,초등책추천,5
129,ai_0016.png,인공지능,5
130,ai_0016.png,코딩,2
131,ai_0016.png,초등코딩,3
132,ai_0016.png,미래교육,3
133,ai_0016.png,책추천,5
134,ai_0016.png,육아,2
135,ai_0016.png,육아스타그램,1
136,ai_0016.png,맘스타그램,2
137,ai_0016.png,초등맘,3
138,ai_0017.png,#apple,5
139,ai_0017.png,#postech,4
140,ai_0017.png,#apple제조업rnd지원센터,5
141,ai_0017.png,#스마트제조포럼,5
142,ai_0017.png,#포럼,5
143,ai_0017.png,#제조업,4
144,ai_0017.png,#디지털전환,4
145,ai_0017.png,#DX,3
146,ai_0017.png,#인공지능,2
147,ai_0017.png,#AI,2
148,ai_0017.png,#ESG,2
149,ai_0017.png,#데이터,2
150,ai_0017.png,#공정,2
151,ai_0017.png,#품질,2
152,ai_0017.png,#머신러닝,2
153,ai_0017.png,#딥러닝,2
154,ai_0017.png,#AOI,2
155,ai_0017.png,#lean공정,2
156,ai_0017.png,#불량분석,2
157,ai_0018.png,#인공지능,5
158,ai_0018.png,#개발자,5
159,ai_0018.png,#스마트시스템,5
160,ai_0018.png,#ALOT,5
161,ai_0018.png,#인공지능학과,4
162,ai_0018.png,#AI,5
163,ai_0018.png,#AI학과,5
164,ai_0018.png,#AI교육,5
165,ai_0018.png,#C언어,2
166,ai_0018.png,#내일배움카드,2
167,ai_0018.png,#빅데이터분석기사,3
168,ai_0018.png,#앱개발,3
169,ai_0018.png,#앱제작,3
170,ai_0018.png,#스마트,4
171,ai_0018.png,#무인선박,5
172,ai_0018.png,#게임프로그래머,4
173,ai_0018.png,#AR,3
174,ai_0018.png,#VR,3
175,ai_0018.png,#디지털,4
176,ai_0018.png,#신기술,3
177,ai_0018.png,#목포스마트시스템,5
178,ai_0018.png,#목포인공지능,5
179,ai_0018.png,#목포개발자,5
180,ai_0018.png,#목포ALOT,5
181,ai_0018.png,#콘텐츠개발자,4
182,ai_0018.png,#목포콘텐츠,4
183,ai_0018.png,#국비지원,4
184,ai_0018.png,#훈련수당,2
185,ai_0018.png,#국제목포캠퍼스,4
186,ai_0018.png,#국제직업전문학교,4
187,ai_0019.png,#인공지능,5
188,ai_0019.png,#챗GPT,5
189,ai_0019.png,#바드,3
190,ai_0019.png,#웹툰,2
191,ai_0019.png,#그림러,2
192,ai_0019.png,#인스타툰,2
193,ai_0019.png,#스케치,3
194,ai_0019.png,#프로그래밍,4
195,ai_0019.png,#소프트웨어,4
196,ai_0019.png,#한국인후기,2
197,ai_0019.png,#절망,3
198,ai_0019.png,#암호,2
199,ai_0019.png,#해독,3
200,ai_0019.png,#프로그래머,4
201,ai_0019.png,#개발자,4
202,ai_0019.png,#코더,4
203,ai_0019.png,#코딩,4
204,ai_0019.png,#개발,4
205,ai_0019.png,#컴퓨터,3
206,ai_0019.png,#로봇,3
207,ai_0019.png,#민화,1
208,ai_0019.png,#그림,2
209,ai_0019.png,#직장인,1
210,ai_0019.png,#프롬프트,2
211,ai_0019.png,#생성형ai,5
212,ai_0019.png,#구글,2
213,ai_0019.png,#오픈ai,4
214,ai_0020.png,#인공지능,5
215,ai_0020.png,#디자인,4
216,ai_0020.png,#디자인딜레마,3
217,ai_0020.png,#챗봇,4
218,ai_0020.png,#시사,2
219,ai_0020.png,#카드뉴스,2
220,ai_0020.png,#이루다,2
221,ai_0020.png,#불쾌한골짜기,5
222,domesticTravel_0003.png,#산미작가,2
223,domesticTravel_0003.png,#여행하는산미,4
224,domesticTravel_0003.png,#여행스타그램,4
225,domesticTravel_0003.png,#등산스타그램,3
226,domesticTravel_0003.png,#국내여행,4
227,domesticTravel_0003.png,#영주,5
228,domesticTravel_0003.png,#소백산국립공원,3
229,domesticTravel_0003.png,#부석사,4
230,domesticTravel_0003.png,#무량수전,2
231,domesticTravel_0003.png,#유네스코세계문화유산,3
232,domesticTravel_0003.png,#국립산림치유원,2
233,domesticTravel_0003.png,#등산하는여자,3
234,domesticTravel_0003.png,#운동하는여자,1
235,domesticTravel_0003.png,#여행지추천,4
236,domesticTravel_0003.png,#희방폭포,2
237,domesticTravel_0004.png,#양주나리공원,5
238,domesticTravel_0004.png,#양주여행,4
239,domesticTravel_0004.png,#양주가볼만한곳,5
240,domesticTravel_0004.png,#나리공원,5
241,domesticTravel_0004.png,#천일홍축제,4
242,domesticTravel_0004.png,#경기도가볼만한곳,4
243,domesticTravel_0004.png,#국내여행,4
244,domesticTravel_0004.png,#대한민국구석구석,3
245,domesticTravel_0004.png,#가을여행,3
246,domesticTravel_0004.png,#주말여행지,3
247,domesticTravel_0004.png,#팜파스,1
248,domesticTravel_0004.png,#버베나,2
249,domesticTravel_0004.png,#천일홍,5
250,domesticTravel_0004.png,#코키아,2
251,domesticTravel_0004.png,#여행에미치다,3
252,domesticTravel_0004.png,#9월여행지,3
253,domesticTravel_0004.png,#서울근교여행,4
254,domesticTravel_0004.png,#서울근교나들이,4
255,domesticTravel_0004.png,#동화,3
256,domesticTravel_0004.png,#풍경스타그램,4
257,domesticTravel_0005.png,#바보갬성,4
258,domesticTravel_0006.png,#군산여행,5
259,domesticTravel_0006.png,#옥녀교차로,1
260,domesticTravel_0006.png,#몽돌해변,5
261,domesticTravel_0006.png,#선유스카이썬라인,2
262,domesticTravel_0006.png,#야미도,1
263,domesticTravel_0007.png,#노픽그램,4
264,domesticTravel_0008.png,#당일치기,5
265,domesticTravel_0008.png,#주말여행,5
266,domesticTravel_0010.png,#문경가볼만한곳,4
267,domesticTravel_0010.png,#개미취,5
268,domesticTravel_0010.png,#가을축제,5
269,domesticTravel_0010.png,#문경핫플,5
270,domesticTravel_0010.png,#국내여행,4
271,domesticTravel_0010.png,#대한민국구석구석,3
272,domesticTravel_0010.png,#대구근교여행지,4
273,domesticTravel_0010.png,#문경,5
274,domesticTravel_0010.png,#개미취명소,5
275,domesticTravel_0010.png,#문경여행,5
276,domesticTravel_0010.png,#여미,2
277,domesticTravel_0010.png,#여행에미치다,3
278,domesticTravel_0010.png,#캐논이미지스토밍,1
279,domesticTravel_0011.png,#소니이미지갤러리,2
280,domesticTravel_0011.png,#메타세콰이어길,5
281,domesticTravel_0011.png,#진안,5
282,domesticTravel_0011.png,#모래재,4
283,domesticTravel_0011.png,#아침,4
284,domesticTravel_0011.png,#국내여행,4
285,domesticTravel_0011.png,#대한민국구석구석,3
286,domesticTravel_0011.png,#landscape,5
287,domesticTravel_0011.png,#metasequoia,5
288,domesticTravel_0011.png,#travelkorea,4
289,domesticTravel_0013.png,#거북이한옥,5
290,domesticTravel_0014.png,#반야사,5
291,domesticTravel_0014.png,#충남여행,4
292,domesticTravel_0014.png,#인생사진,5
293,domesticTravel_0014.png,#국내여행,4
294,domesticTravel_0014.png,#여행스타그램,4
295,domesticTravel_0014.png,#사진스타그램,3
296,domesticTravel_0014.png,#국내여행지추천,3
297,domesticTravel_0014.png,#논산여행,4
298,domesticTravel_0014.png,#논산가볼만한곳,4
299,domesticTravel_0014.png,#논산맛집,2
300,domesticTravel_0014.png,#동굴사진,5
301,domesticTravel_0014.png,#국내동굴,5
302,domesticTravel_0015.png,#가을캠핑,5
303,domesticTravel_0015.png,#부부캠퍼,2
304,domesticTravel_0015.png,#캠핑,5
305,domesticTravel_0015.png,#캠핑스타그램,4
306,domesticTravel_0016.png,#visitkorea_travel,5
307,domesticTravel_0016.png,#koreabyme,5
308,domesticTravel_0016.png,#대한민국구석구석,5
309,domesticTravel_0016.png,#드론매빅,2
310,domesticTravel_0016.png,#국내여행,4
311,domesticTravel_0016.png,#감성사진,4
312,domesticTravel_0016.png,#풍경스타그램,4
313,domesticTravel_0016.png,#데일리그램,3
314,domesticTravel_0016.png,#바다,1
315,domesticTravel_0016.png,#니콘,1
316,domesticTravel_0016.png,#쏘피투어🚙,1
317,domesticTravel_0016.png,#ig_today,3
318,domesticTravel_0016.png,#nikonz8📸,2
319,domesticTravel_0016.png,#ig_good,3
320,domesticTravel_0016.png,#꽃무릇🌺가을,5
321,domesticTravel_0017.png,#양주,5
322,domesticTravel_0017.png,#양주나리공원,5
323,domesticTravel_0017.png,#천일홍,5
324,domesticTravel_0020.png,#노픽그램,3
325,domesticTravel_0021.png,#산미작가,2
326,domesticTravel_0021.png,#여행하는산미,2
327,domesticTravel_0021.png,#제작지원,1
328,domesticTravel_0021.png,#여행스타그램,5
329,domesticTravel_0021.png,#대한민국구석구석,2
330,domesticTravel_0021.png,#국내여행,4
331,domesticTravel_0021.png,#경북가볼만한곳,5
332,domesticTravel_0021.png,#경북여행,5
333,domesticTravel_0021.png,#영주가볼만한곳,5
334,domesticTravel_0021.png,#영주여행,5
335,domesticTravel_0021.png,#소백산국립공원,5
336,domesticTravel_0021.png,#세계문화유산,2
337,domesticTravel_0021.png,#유네스코,2
338,domesticTravel_0021.png,#부석사,1
339,domesticTravel_0021.png,#소백산생태탐방원,2
340,domesticTravel_0021.png,#국립산림치유원,4
341,domesticTravel_0021.png,#희방폭포,5
342,domesticTravel_0021.png,#영주호오토캠핑장,2
343,domesticTravel_0021.png,#🇰🇷,3
344,domesticTravel_0021.png,#산스타그램,4
345,domesticTravel_0021.png,#등산스타그램,3
346,fall_0001.png,#헬스,5
347,fall_0001.png,#운동기록,4
348,fall_0001.png,#오운완,4
349,fall_0001.png,#헬린이,3
350,fall_0001.png,#청주,1
351,fall_0001.png,#가을,2
352,fall_0001.png,#바람막이,5
353,fall_0002.png,#당진여행,5
354,fall_0002.png,#소니이미지갤러리,2
355,fall_0002.png,#a7r4,1
356,fall_0002.png,#1635gm,2
357,fall_0002.png,#삽교호,5
358,fall_0002.png,#삽교호놀이동산,5
359,fall_0002.png,#가을,4
360,fall_0002.png,#visitkorea,3
361,fall_0002.png,#koreatravel,3
362,fall_0002.png,#voyage,2
363,fall_0002.png,#voyaged,2
364,fall_0002.png,#landscape,4
365,fall_0002.png,#맑은하늘아래,4
366,fall_0002.png,#소니,2
367,fall_0003.png,#GAEUL,1
368,fall_0003.png,#가을,1
369,fall_0003.png,#KIMGAEUL,1
370,fall_0003.png,#김가을,1
371,fall_0003.png,#IVE,1
372,fall_0003.png,#아이브,1
373,fall_0005.png,#흐려도좋아,3
374,fall_0005.png,#어째도좋아,3
375,fall_0005.png,#가을,5
376,fall_0005.png,#도토리자매,2
377,fall_0006.png,#EVENT,5
378,fall_0007.png,#IVE,5
379,fall_0007.png,#아이브,5
380,fall_0007.png,#DIVE,4
381,fall_0007.png,#다이브,4
382,fall_0007.png,#安宥真,5
383,fall_0007.png,#安俞真,5
384,fall_0007.png,#安兪真,5
385,fall_0007.png,#안유진,5
386,fall_0007.png,#유진,5
387,fall_0007.png,#ANYUJIN,5
388,fall_0007.png,#YUJIN,5
389,fall_0007.png,#ユジン,5
390,fall_0007.png,#アンユジン,5
391,fall_0007.png,#gaeul,2
392,fall_0007.png,#rei,2
393,fall_0007.png,#jangwonyoung,2
394,fall_0007.png,#liz,1
395,fall_0007.png,#leeseo,1
396,fall_0007.png,#가을,2
397,fall_0007.png,#레이,2
398,fall_0007.png,#원영,2
399,fall_0007.png,#리즈,2
400,fall_0007.png,#이서,2
401,fall_0007.png,#金秋天,1
402,fall_0007.png,#直井怜,1
403,fall_0007.png,#張員瑛,1
404,fall_0007.png,#金志垣,2
405,fall_0007.png,#李賢瑞,2
406,fall_0007.png,#izone,3
407,fall_0007.png,#izoneyujin,4
408,fall_0008.png,#IVE,5
409,fall_0008.png,#아이브,5
410,fall_0008.png,#GAEUL,5
411,fall_0008.png,#가을,2
412,fall_0009.png,#가을네일,5
413,fall_0009.png,#이달의아트,5
414,fall_0009.png,#하트네일,4
415,fall_0009.png,#리본네일,4
416,fall_0009.png,#바바라뷰티,5
417,fall_0010.png,#GAEUL,5
418,fall_0010.png,#가을,2
419,fall_0010.png,#KIMGAEUL,5
420,fall_0010.png,#김가을,5
421,fall_0010.png,#IVE,2
422,fall_0010.png,#아이브,2
423,fall_0012.png,#웹툰,5
424,fall_0012.png,#일상,3
425,fall_0012.png,#일상툰,5
426,fall_0012.png,#로마,2
427,fall_0012.png,#이탈리아,2
428,fall_0012.png,#유럽여행,2
429,fall_0012.png,#여행,3
430,fall_0012.png,#여름,2
431,fall_0012.png,#가을,2
432,fall_0012.png,#그림,4
433,fall_0012.png,#만화,5
434,fall_0012.png,#공감,3
435,fall_0012.png,#공감툰,4
436,fall_0012.png,#여행스타그램,2
437,fall_0012.png,#이탈리아여행,2
438,fall_0012.png,#웃긴짤,3
439,fall_0013.png,#IVE,5
440,fall_0013.png,#아이브,5
441,fall_0013.png,#DIVE,4
442,fall_0013.png,#다이브,4
443,fall_0013.png,#安宥真,5
444,fall_0013.png,#安俞真,5
445,fall_0013.png,#安兪真,5
446,fall_0013.png,#안유진,5
447,fall_0013.png,#유진,5
448,fall_0013.png,#ANYUJIN,5
449,fall_0013.png,#YUJIN,5
450,fall_0013.png,#ユジン,5
451,fall_0013.png,#アンユジン,4
452,fall_0013.png,#gaeul,1
453,fall_0013.png,#rei,1
454,fall_0013.png,#jangwonyoung,2
455,fall_0013.png,#liz,2
456,fall_0013.png,#leeseo,2
457,fall_0013.png,#가을,2
458,fall_0013.png,#레이,2
459,fall_0013.png,#원영,2
460,fall_0013.png,#리즈,2
461,fall_0013.png,#이서,1
462,fall_0013.png,#金秋天,2
463,fall_0013.png,#直井怜,1
464,fall_0013.png,#張員瑛,2
465,fall_0013.png,#金志垣,1
466,fall_0013.png,#李賢瑞,2
467,fall_0013.png,#izone,2
468,fall_0013.png,#izoneyujin,2
469,fall_0014.png,#아이브,5
470,fall_0014.png,#리즈,5
471,fall_0014.png,#아이브리즈,5
472,fall_0014.png,#ive,5
473,fall_0014.png,#liz,5
474,fall_0014.png,#iveliz,5
475,fall_0014.png,#starshipentertainment,4
476,fall_0014.png,#스타쉽,4
477,fall_0014.png,#유진,3
478,fall_0014.png,#가을,2
479,fall_0014.png,#레이,3
480,fall_0014.png,#원영,3
481,fall_0014.png,#이서,3
482,fall_0014.png,#iveanyujin,2
483,fall_0014.png,#ivewonyoung,3
484,fall_0014.png,#ivegaeul,3
485,fall_0014.png,#iverei,2
486,fall_0014.png,#iveleeseo,2
487,fall_0014.png,#dive,2
488,fall_0015.png,#날씨,5
489,fall_0015.png,#기상청,4
490,fall_0015.png,#날씨예보,4
491,fall_0015.png,#가을,2
492,fall_0015.png,#초가을,3
493,fall_0015.png,#여름,4
494,fall_0015.png,#계절,4
495,fall_0015.png,#간절기,3
496,fall_0015.png,#위키트리,5
497,fall_0015.png,#WIKITREE,5
498,fall_0016.png,#가을,4
499,fall_0016.png,#까렌다쉬,5
500,fall_0016.png,#까렌다쉬파스텔펜슬,5
501,fall_0016.png,#carandachepastelpencils,5
502,fall_0016.png,#carandache,5
503,fall_0016.png,#크리에이티브아티스트,3
504,fall_0016.png,#까렌다쉬컬러펜슬76색,1
505,fall_0016.png,#파스텔화,5
506,fall_0016.png,#illust,4
507,fall_0016.png,#하늘그리기,5
508,fall_0016.png,#파스텔펜슬,5
509,fall_0016.png,#mixedmedia,2
510,fall_0016.png,#sunset,5
511,fall_0017.png,#체험단모집,5
512,fall_0017.png,#이벤트,5
513,fall_0017.png,#연기잡는그릴,5
514,fall_0017.png,#테팔스모크리스그릴,5
515,fall_0017.png,#EVENT,5
516,fall_0017.png,#테팔,5
517,fall_0017.png,#Tefal,5
518,fall_0017.png,#매일이즐거워지는습관,3
519,fall_0017.png,#테팔그릴,5
520,fall_0017.png,#스모크리스그릴,5
521,fall_0021.png,#가을,4
522,fall_0021.png,#춥다,5
523,fall_0021.png,#인스타툰,4
524,fall_0021.png,#인스타만화,4
525,fall_0021.png,#일상,3
526,fall_0021.png,#일상툰,4
527,fall_0021.png,#공감,4
528,fall_0021.png,#공감툰,3
529,fall_0021.png,#개그툰,3
530,fall_0021.png,#drawing,4
531,fall_0021.png,#웹툰,5
532,fall_0021.png,#webtoon,5
533,fall_0021.png,#만화,5
534,fall_0021.png,#일러스트,4
535,fall_0021.png,#illust,5
536,fall_0021.png,#유머,3
537,fall_0022.png,#거창,5
538,fall_0022.png,#거창감악산,4
539,fall_0022.png,#감악산,5
540,fall_0022.png,#감악산아스타국화,5
541,fall_0022.png,#아스타국화,5
542,fall_0022.png,#거창가볼만한곳,4
543,fall_0022.png,#감악산풍력발전소,1
544,fall_0022.png,#거창여행,4
545,fall_0022.png,#경남,3
546,fall_0022.png,#핫플,4
547,fall_0022.png,#가을,4
548,fall_0022.png,#가을축제,4
549,fall_0022.png,#가을여행지,4
550,fall_0022.png,#여행지추천,4
551,fall_0022.png,#photo,3
552,fall_0022.png,#travel,3
553,fall_0022.png,#trip,2
554,fall_0022.png,#love,2
555,fall_0022.png,#동화속,3
556,fall_0022.png,#풍경,4
557,fall_0022.png,#꽃놀이,5
558,fall_0022.png,#💜,3
559,fall_0023.png,#등산보미_망산,5
560,fall_0023.png,#거제,4
561,fall_0023.png,#거제도,4
562,fall_0023.png,#망산,5
563,fall_0023.png,#망산일출,5
564,fall_0023.png,#수국,2
565,fashion_0001.png,#철권8,5
566,fashion_0001.png,#젠틀몬스터,5
567,fashion_0002.png,#seungwanstyle_marni,5
568,fashion_0002.png,#seungwanstyle_mskn2nd,5
569,fashion_0002.png,#seungwanstyle_crank,5
570,fashion_0002.png,#seungwanstyle_joygryson,5
571,fashion_0002.png,#seungwanstyle_bag,4
572,fashion_0002.png,#seungwanstyle_youngstreet,2
573,fashion_0002.png,#웬디,5
574,fashion_0002.png,#손승완,5
575,fashion_0002.png,#승완,5
576,fashion_0002.png,#ウェンディ,5
577,fashion_0002.png,#레드벨벳,5
578,fashion_0002.png,#레드벨벳웬디,4
579,fashion_0002.png,#レドベル,5
580,fashion_0002.png,#wendy,5
581,fashion_0002.png,#redvelvet,5
582,fashion_0002.png,#웬디패션,4
583,fashion_0002.png,#fashion,4
584,fashion_0002.png,#패션,4
585,fashion_0002.png,#marni,5
586,fashion_0002.png,#mskn2nd,5
587,fashion_0002.png,#crank,5
588,fashion_0002.png,#joygryson,5
589,fashion_0003.png,#미나페르호넨,5
590,fashion_0003.png,#미나가와아키라,5
591,fashion_0003.png,#마리메꼬,2
592,fashion_0003.png,#minaperhonen,4
593,fashion_0003.png,#minäperhonen,4
594,fashion_0003.png,#아키라미나가와,5
595,fashion_0003.png,#탬버린,2
596,fashion_0003.png,#탬버린패턴,2
597,fashion_0003.png,#전시,5
598,fashion_0003.png,#전시회,5
599,fashion_0003.png,#전시추천,3
600,fashion_0003.png,#패션,4
601,fashion_0003.png,#패션브랜드,4
602,fashion_0003.png,#일본브랜드,4
603,fashion_0003.png,#공예,3
604,fashion_0005.png,#광고,4
605,fashion_0005.png,#보테가베네타,5
606,fashion_0005.png,#BottegaVeneta,4
607,fashion_0005.png,#보테가베네타25여름컬션,3
608,fashion_0005.png,#BottegaVenetaSummer25,4
609,fashion_0006.png,#プール,5
610,fashion_0006.png,#ハワイアンズ,2
611,fashion_0006.png,#スパリゾートハワイアンズ,2
612,fashion_0006.png,#sparesorthawaiians,2
613,fashion_0006.png,#chico,1
614,fashion_0006.png,#水着,5
615,fashion_0006.png,#水着女子,5
616,fashion_0006.png,#kawaii,4
617,fashion_0006.png,#アイドル,3
618,fashion_0006.png,#idol,3
619,fashion_0006.png,#偶像,3
620,fashion_0006.png,#아이돌,3
621,fashion_0006.png,#패션,4
622,fashion_0006.png,#얼스타그램,3
623,fashion_0006.png,#04,1
624,fashion_0006.png,#ootd,4
625,fashion_0006.png,#love,2
626,fashion_0006.png,#instagood,3
627,fashion_0006.png,#japanesegirl,5
628,fashion_0006.png,#일본,5
629,fashion_0006.png,#instalike,2
630,fashion_0006.png,#followme,1
631,fashion_0006.png,#팔로미,1
632,fashion_0006.png,#おやすみぃあ,1
633,fashion_0015.png,#100日チャレンジ,5
634,fashion_0015.png,#毎日投稿,5
635,fashion_0015.png,#あっとほぉーむカフェ,4
636,fashion_0015.png,#メイド,5
637,fashion_0015.png,#メイド服,5
638,fashion_0015.png,#自撮り,5
639,fashion_0015.png,#みつあみアレンジ,4
640,fashion_0015.png,#ツインテール,4
641,fashion_0015.png,#秋葉原カフェ,4
642,fashion_0015.png,#メイドカフェ,4
643,fashion_0015.png,#黒髪ロング,3
644,fashion_0015.png,#selfie,5
645,fashion_0015.png,#maid,5
646,fashion_0015.png,#maidcafe,4
647,fashion_0015.png,#kawaii,4
648,fashion_0015.png,#followｍe,2
649,fashion_0015.png,#maidcostume,5
650,fashion_0015.png,#japanesegirl,5
651,fashion_0015.png,#moemoekyun,4
652,fashion_0015.png,#카페,2
653,fashion_0015.png,#셀카,5
654,fashion_0015.png,#셀피,5
655,fashion_0015.png,#ᄑᢀ션,2
656,fashion_0015.png,#메이드,5
657,fashion_0015.png,#아키하바라,4
658,fashion_0015.png,#셀스타그램,5
659,fashion_0015.png,#메이드카페,4
660,fashion_0015.png,#女仆咖啡厅,4
661,fashion_0015.png,#女僕,5
662,fashion_0015.png,#女僕咖啡廳,4
663,fashion_0016.png,#monsterhigh,5
664,fashion_0016.png,#venusmcflytrap,5
665,fashion_0016.png,#punk,4
666,fashion_0016.png,#eco,3
667,fashion_0016.png,#plant,4
668,fashion_0016.png,#plantmonster,5
669,fashion_0016.png,#fashionstyle,4
670,fashion_0016.png,#패션,4
671,fashion_0016.png,#패션디자인,2
672,fashion_0016.png,#art,4
673,fashion_0016.png,#artwork,5
674,fashion_0016.png,#일러스트,5
675,fashion_0016.png,#fashion,4
676,fashion_0016.png,#fashionillustration,5
677,fashion_0016.png,#그림,5
678,fashion_0016.png,#그림스타그램,4
679,fashion_0016.png,#패션일러스트,5
680,fashion_0016.png,#illustration,5
681,fashion_0016.png,#illustrationartists,3
682,fashion_0016.png,#draw,5
683,fashion_0016.png,#drawing,4
684,fashion_0018.png,#fashion,4
685,fashion_0018.png,#fudge,3
686,fashion_0018.png,#cluel,2
687,fashion_0018.png,#code,2
688,fashion_0018.png,#outfit,5
689,fashion_0018.png,#ootd,5
690,fashion_0018.png,#wear,4
691,fashion_0018.png,#codenate,3
692,fashion_0018.png,#今日のコーデ,5
693,fashion_0018.png,#오오티디,5
694,fashion_0018.png,#데일리룩,4
695,fashion_0018.png,#패션,4
696,fashion_0018.png,#fudge部,2
697,fashion_0018.png,#クルーエル女子,2
698,fashion_0018.png,#troisiemechaco,4
699,fashion_0018.png,#pippichic,4
700,fashion_0018.png,#オケージョン,4
701,fashion_0018.png,#オケージョンコーデ,5
702,fashion_0021.png,#東京女子流,2
703,fashion_0021.png,#新井ひとみ,2
704,fashion_0021.png,#ヘアー,4
705,fashion_0021.png,#メイク,3
706,fashion_0021.png,#ファッション,3
707,fashion_0021.png,#天狗,1
708,fashion_0021.png,#原宿,1
709,fashion_0021.png,#hair,4
710,fashion_0021.png,#makeup,3
711,fashion_0021.png,#fashion,3
712,fashion_0021.png,#셀카,5
713,fashion_0021.png,#패션,4
714,fashion_0021.png,#메이크,3
715,movie_0001.png,#영화,5
716,movie_0001.png,#화양연화,5
717,movie_0001.png,#영화명대사,5
718,movie_0001.png,#화양연화명대사,5
719,movie_0001.png,#왕가위감독,4
720,movie_0001.png,#양조위,3
721,movie_0001.png,#장만옥,3
722,movie_0001.png,#이별연습,2
