sample_id,post_id,label,fold
517,fall_0017.png,4,0
518,fall_0017.png,2,0
519,fall_0017.png,4,0
520,fall_0017.png,4,0
521,fall_0021.png,3,1
522,fall_0021.png,4,1
523,fall_0021.png,3,1
524,fall_0021.png,3,1
525,fall_0021.png,2,1
526,fall_0021.png,3,1
527,fall_0021.png,3,1
528,fall_0021.png,2,1
529,fall_0021.png,2,1
530,fall_0021.png,3,1
531,fall_0021.png,4,1
532,fall_0021.png,4,1
533,fall_0021.png,4,1
534,fall_0021.png,3,1
535,fall_0021.png,4,1
536,fall_0021.png,2,1
537,fall_0022.png,4,4
538,fall_0022.png,3,4
539,fall_0022.png,4,4
540,fall_0022.png,4,4
541,fall_0022.png,4,4
542,fall_0022.png,3,4
543,fall_0022.png,0,4
544,fall_0022.png,3,4
545,fall_0022.png,2,4
546,fall_0022.png,3,4
547,fall_0022.png,3,4
548,fall_0022.png,3,4
549,fall_0022.png,3,4
550,fall_0022.png,3,4
551,fall_0022.png,2,4
552,fall_0022.png,2,4
553,fall_0022.png,1,4
554,fall_0022.png,1,4
555,fall_0022.png,2,4
556,fall_0022.png,3,4
557,fall_0022.png,4,4
558,fall_0022.png,2,4
559,fall_0023.png,4,1
560,fall_0023.png,3,1
561,fall_0023.png,3,1
562,fall_0023.png,4,1
563,fall_0023.png,4,1
564,fall_0023.png,1,1
565,fashion_0001.png,4,1
566,fashion_0001.png,4,1
567,fashion_0002.png,4,0
568,fashion_0002.png,4,0
569,fashion_0002.png,4,0
570,fashion_0002.png,4,0
571,fashion_0002.png,3,0
572,fashion_0002.png,1,0
573,fashion_0002.png,4,0
574,fashion_0002.png,4,0
575,fashion_0002.png,4,0
576,fashion_0002.png,4,0
577,fashion_0002.png,4,0
578,fashion_0002.png,3,0
579,fashion_0002.png,4,0
580,fashion_0002.png,4,0
581,fashion_0002.png,4,0
582,fashion_0002.png,3,0
583,fashion_0002.png,3,0
584,fashion_0002.png,3,0
585,fashion_0002.png,4,0
586,fashion_0002.png,4,0
587,fashion_0002.png,4,0
588,fashion_0002.png,4,0
589,fashion_0003.png,4,0
590,fashion_0003.png,4,0
591,fashion_0003.png,1,0
592,fashion_0003.png,3,0
593,fashion_0003.png,3,0
594,fashion_0003.png,4,0
595,fashion_0003.png,1,0
596,fashion_0003.png,1,0
597,fashion_0003.png,4,0
598,fashion_0003.png,4,0
599,fashion_0003.png,2,0
600,fashion_0003.png,3,0
601,fashion_0003.png,3,0
602,fashion_0003.png,3,0
603,fashion_0003.png,2,0
604,fashion_0005.png,3,0
605,fashion_0005.png,4,0
606,fashion_0005.png,3,0
607,fashion_0005.png,2,0
608,fashion_0005.png,3,0
609,fashion_0006.png,4,3
610,fashion_0006.png,1,3
611,fashion_0006.png,1,3
612,fashion_0006.png,1,3
613,fashion_0006.png,0,3
614,fashion_0006.png,4,3
615,fashion_0006.png,4,3
616,fashion_0006.png,3,3
617,fashion_0006.png,2,3
618,fashion_0006.png,2,3
619,fashion_0006.png,2,3
620,fashion_0006.png,2,3
621,fashion_0006.png,3,3
622,fashion_0006.png,2,3
623,fashion_0006.png,0,3
624,fashion_0006.png,3,3
625,fashion_0006.png,1,3
626,fashion_0006.png,2,3
627,fashion_0006.png,4,3
628,fashion_0006.png,4,3
629,fashion_0006.png,1,3
630,fashion_0006.png,0,3
631,fashion_0006.png,0,3
632,fashion_0006.png,0,3
633,fashion_0015.png,4,3
634,fashion_0015.png,4,3
635,fashion_0015.png,3,3
636,fashion_0015.png,4,3
637,fashion_0015.png,4,3
638,fashion_0015.png,4,3
639,fashion_0015.png,3,3
640,fashion_0015.png,3,3
641,fashion_0015.png,3,3
642,fashion_0015.png,3,3
643,fashion_0015.png,2,3
644,fashion_0015.png,4,3
645,fashion_0015.png,4,3
646,fashion_0015.png,3,3
647,fashion_0015.png,3,3
648,fashion_0015.png,1,3
649,fashion_0015.png,4,3
650,fashion_0015.png,4,3
651,fashion_0015.png,3,3
652,fashion_0015.png,1,3
653,fashion_0015.png,4,3
654,fashion_0015.png,4,3
655,fashion_0015.png,1,3
656,fashion_0015.png,4,3
657,fashion_0015.png,3,3
658,fashion_0015.png,4,3
659,fashion_0015.png,3,3
660,fashion_0015.png,3,3
661,fashion_0015.png,4,3
662,fashion_0015.png,3,3
663,fashion_0016.png,4,2
664,fashion_0016.png,4,2
665,fashion_0016.png,3,2
666,fashion_0016.png,2,2
667,fashion_0016.png,3,2
668,fashion_0016.png,4,2
669,fashion_0016.png,3,2
670,fashion_0016.png,3,2
671,fashion_0016.png,1,2
672,fashion_0016.png,3,2
673,fashion_0016.png,4,2
674,fashion_0016.png,4,2
675,fashion_0016.png,3,2
676,fashion_0016.png,4,2
677,fashion_0016.png,4,2
678,fashion_0016.png,3,2
679,fashion_0016.png,4,2
680,fashion_0016.png,4,2
681,fashion_0016.png,2,2
682,fashion_0016.png,4,2
683,fashion_0016.png,3,2
684,fashion_0018.png,3,2
685,fashion_0018.png,2,2
686,fashion_0018.png,1,2
687,fashion_0018.png,1,2
688,fashion_0018.png,4,2
689,fashion_0018.png,4,2
690,fashion_0018.png,3,2
691,fashion_0018.png,2,2
692,fashion_0018.png,4,2
693,fashion_0018.png,4,2
694,fashion_0018.png,3,2
695,fashion_0018.png,3,2
696,fashion_0018.png,1,2
697,fashion_0018.png,1,2
698,fashion_0018.png,3,2
699,fashion_0018.png,3,2
700,fashion_0018.png,3,2
701,fashion_0018.png,4,2
702,fashion_0021.png,1,4
703,fashion_0021.png,1,4
704,fashion_0021.png,3,4
705,fashion_0021.png,2,4
706,fashion_0021.png,2,4
707,fashion_0021.png,0,4
708,fashion_0021.png,0,4
709,fashion_0021.png,3,4
710,fashion_0021.png,2,4
711,fashion_0021.png,2,4
712,fashion_0021.png,4,4
713,fashion_0021.png,3,4
714,fashion_0021.png,2,4
715,movie_0001.png,4,4
716,movie_0001.png,4,4
717,movie_0001.png,4,4
718,movie_0001.png,4,4
719,movie_0001.png,3,4
720,movie_0001.png,2,4
721,movie_0001.png,2,4
722,movie_0001.png,1,4
723,movie_0001.png,1,4
724,movie_0001.png,4,4
725,movie_0001.png,3,4
726,movie_0004.png,1,1
727,movie_0004.png,1,1
728,movie_0004.png,1,1
729,movie_0004.png,1,1
730,movie_0004.png,4,1
731,movie_0004.png,4,1
732,movie_0004.png,4,1
733,movie_0004.png,3,1
734,movie_0004.png,1,1
735,movie_0004.png,1,1
736,movie_0004.png,4,1
737,movie_0004.png,4,1
738,movie_0004.png,2,1
739,movie_0004.png,3,1
740,movie_0004.png,2,1
741,movie_0004.png,2,1
742,movie_0004.png,1,1
743,movie_0004.png,1,1
744,movie_0004.png,4,1
745,movie_0004.png,4,1
746,movie_0004.png,1,1
747,movie_0004.png,1,1
748,movie_0004.png,1,1
749,movie_0004.png,1,1
750,movie_0004.png,4,1
751,movie_0004.png,4,1
752,movie_0004.png,0,1
753,movie_0005.png,4,4
754,movie_0005.png,4,4
755,movie_0005.png,4,4
756,movie_0005.png,1,4
757,movie_0005.png,2,4
758,movie_0005.png,1,4
759,movie_0005.png,1,4
760,movie_0005.png,1,4
761,movie_0005.png,1,4
762,movie_0005.png,3,4
763,movie_0008.png,1,3
764,movie_0008.png,3,3
765,movie_0008.png,3,3
766,movie_0008.png,3,3
767,movie_0008.png,3,3
768,movie_0008.png,1,3
769,movie_0008.png,3,3
770,movie_0008.png,3,3
771,movie_0008.png,3,3
772,movie_0008.png,3,3
773,movie_0008.png,2,3
774,movie_0008.png,2,3
775,movie_0008.png,3,3
776,movie_0008.png,3,3
777,movie_0008.png,1,3
778,movie_0008.png,0,3
779,movie_0008.png,1,3
780,movie_0008.png,0,3
781,movie_0008.png,1,3
782,movie_0010.png,4,4
783,movie_0010.png,4,4
784,movie_0010.png,4,4
785,movie_0010.png,4,4
786,movie_0010.png,3,4
787,movie_0010.png,1,4
788,movie_0010.png,3,4
789,movie_0010.png,3,4
790,movie_0010.png,3,4
791,movie_0010.png,3,4
792,movie_0010.png,4,4
793,movie_0010.png,3,4
794,movie_0011.png,4,2
795,movie_0011.png,4,2
796,movie_0011.png,3,2
797,movie_0011.png,1,2
798,movie_0011.png,4,2
799,movie_0011.png,4,2
800,movie_0011.png,4,2
801,movie_0011.png,2,2
802,movie_0011.png,1,2
803,movie_0011.png,3,2
804,movie_0011.png,3,2
805,movie_0014.png,4,4
806,movie_0014.png,4,4
807,movie_0014.png,1,4
808,movie_0014.png,1,4
809,movie_0014.png,2,4
810,movie_0014.png,2,4
811,movie_0014.png,4,4
812,movie_0014.png,2,4
813,movie_0015.png,4,2
814,movie_0015.png,4,2
815,movie_0015.png,4,2
816,movie_0015.png,2,2
817,movie_0015.png,1,2
818,movie_0015.png,1,2
819,movie_0015.png,1,2
820,movie_0015.png,2,2
821,movie_0015.png,1,2
822,movie_0015.png,2,2
823,movie_0015.png,2,2
824,movie_0015.png,1,2
825,movie_0015.png,2,2
826,movie_0015.png,1,2
827,movie_0015.png,1,2
828,movie_0015.png,1,2
829,movie_0015.png,1,2
830,movie_0015.png,2,2
831,movie_0015.png,2,2
832,movie_0015.png,1,2
833,movie_0015.png,1,2
834,movie_0015.png,1,2
835,movie_0015.png,1,2
836,movie_0015.png,0,2
837,movie_0015.png,1,2
838,movie_0015.png,3,2
839,movie_0015.png,1,2
840,movie_0015.png,1,2
841,movie_0015.png,3,2
842,movie_0015.png,0,2
843,movie_0016.png,3,2
844,movie_0016.png,2,2
845,movie_0016.png,4,2
846,movie_0016.png,1,2
847,movie_0016.png,2,2
848,movie_0016.png,1,2
849,movie_0016.png,2,2
850,movie_0017.png,1,3
851,movie_0017.png,1,3
852,movie_0017.png,0,3
853,movie_0017.png,1,3
854,movie_0017.png,0,3
855,movie_0017.png,2,3
856,movie_0017.png,2,3
857,movie_0017.png,1,3
858,movie_0017.png,2,3
859,movie_0017.png,0,3
860,movie_0017.png,1,3
861,movie_0017.png,0,3
862,movie_0017.png,2,3
863,movie_0017.png,1,3
864,movie_0017.png,2,3
865,movie_0017.png,3,3
866,movie_0017.png,2,3
867,movie_0017.png,3,3
868,movie_0017.png,4,3
869,movie_0017.png,2,3
870,movie_0017.png,4,3
871,movie_0017.png,2,3
872,movie_0017.png,1,3
873,movie_0017.png,4,3
874,movie_0018.png,4,1
875,movie_0018.png,4,1
876,movie_0018.png,3,1
877,movie_0020.png,4,2
878,movie_0020.png,3,2
879,movie_0020.png,2,2
880,movie_0020.png,1,2
881,movie_0020.png,0,2
882,movie_0020.png,0,2
883,movie_0020.png,2,2
884,movie_0020.png,1,2
885,movie_0020.png,1,2
886,movie_0020.png,0,2
887,movie_0020.png,1,2
888,movie_0021.png,1,4
889,movie_0021.png,1,4
890,movie_0021.png,1,4
891,movie_0021.png,2,4
892,movie_0021.png,4,4
893,movie_0021.png,4,4
894,movie_0021.png,3,4
895,movie_0021.png,2,4
896,movie_0021.png,1,4
897,movie_0021.png,1,4
898,movie_0021.png,4,4
899,movie_0021.png,4,4
900,movie_0021.png,3,4
901,movie_0021.png,3,4
902,movie_0021.png,3,4
903,movie_0021.png,1,4
904,movie_0021.png,1,4
905,movie_0021.png,1,4
906,movie_0021.png,4,4
907,movie_0021.png,4,4
908,movie_0021.png,2,4
909,movie_0021.png,1,4
910,movie_0021.png,1,4
911,movie_0021.png,2,4
912,movie_0021.png,1,4
913,movie_0021.png,1,4
914,movie_0021.png,1,4
915,movie_0021.png,1,4
916,movie_0021.png,4,4
917,movie_0021.png,0,4
918,movie_0022.png,4,0
919,movie_0022.png,0,0
920,movie_0022.png,1,0
921,movie_0022.png,0,0
922,movie_0022.png,0,0
923,movie_0022.png,0,0
924,movie_0022.png,0,0
925,movie_0022.png,0,0
926,movie_0022.png,0,0
927,movie_0022.png,0,0
928,movie_0022.png,2,0
929,movie_0022.png,0,0
930,movie_0022.png,1,0
931,movie_0022.png,4,0
932,movie_0022.png,3,0
933,movie_0022.png,4,0
934,movie_0022.png,3,0
935,olive_0002.png,1,4
936,olive_0002.png,1,4
937,olive_0002.png,2,4
938,olive_0002.png,1,4
939,olive_0002.png,1,4
940,olive_0002.png,0,4
941,olive_0002.png,0,4
942,olive_0002.png,0,4
943,olive_0002.png,2,4
944,olive_0002.png,2,4
945,olive_0002.png,0,4
946,olive_0002.png,2,4
947,olive_0002.png,3,4
948,olive_0006.png,4,3
949,olive_0006.png,4,3
950,olive_0006.png,4,3
951,olive_0006.png,4,3
